Date,Open,High,Low,Close,Adj Close,Volume,MA12,MA15,Signal,Position,Buy
2019-02-28,21.261333465576172,21.333332061767578,20.720666885375977,21.325332641601562,21.325332641601562,157810500,20.31677754720052,20.369644419352213,0,0.0,
2019-03-01,20.46266746520996,20.475332260131836,19.459999084472656,19.652666091918945,19.652666091918945,343671000,20.222222010294598,20.31311098734538,0,0.0,
2019-03-04,19.874666213989258,19.933332443237305,18.851999282836914,19.02400016784668,19.02400016784668,256452000,20.095499833424885,20.222266515096027,0,0.0,
2019-03-05,18.799999237060547,18.933332443237305,18.00666618347168,18.43600082397461,18.43600082397461,281470500,19.94422213236491,20.060933176676432,0,0.0,
2019-03-06,18.43199920654297,18.767332077026367,18.292667388916016,18.416000366210938,18.416000366210938,155032500,19.768444379170734,19.902844365437826,0,0.0,
2019-03-07,18.589332580566406,18.979999542236328,18.28333282470703,18.439332962036133,18.439332962036133,141637500,19.60705550511678,19.762488810221353,0,0.0,
2019-03-08,18.46066665649414,19.03933334350586,18.392667770385742,18.94266700744629,18.94266700744629,132294000,19.504722118377686,19.67524439493815,0,0.0,
2019-03-11,18.90133285522461,19.41866683959961,18.700000762939453,19.39466667175293,19.39466667175293,110884500,19.502999941507976,19.59986661275228,0,0.0,
2019-03-12,19.099332809448242,19.204666137695312,18.737333297729492,18.890666961669922,18.890666961669922,112561500,19.43994442621867,19.500844446818032,0,0.0,
2019-03-13,18.926666259765625,19.465999603271484,18.84666633605957,19.263999938964844,19.263999938964844,102670500,19.38544448216756,19.44039993286133,0,0.0,
2019-03-14,19.496667861938477,19.69266700744629,19.21933364868164,19.33066749572754,19.33066749572754,106551000,19.34155575434367,19.434755579630533,0,0.0,
2019-03-15,18.900667190551758,18.9146671295166,18.293333053588867,18.36199951171875,18.36199951171875,221782500,19.12316672007243,19.349066670735677,0,0.0,
2019-03-18,18.399999618530273,18.536666870117188,17.81999969482422,17.965999603271484,17.965999603271484,154215000,18.84322230021159,19.2189333597819,0,0.0,
2019-03-19,17.833332061767578,18.219999313354492,17.56399917602539,17.83133316040039,17.83133316040039,177009000,18.691444555918377,19.083866755167644,0,0.0,
2019-03-20,17.979333877563477,18.33133316040039,17.753332138061523,18.239999771118164,18.239999771118164,103623000,18.626111189524334,18.90102221171061,0,0.0,
2019-03-21,18.17333221435547,18.43000030517578,17.89666748046875,18.26799964904785,18.26799964904785,89206500,18.61211109161377,18.69720001220703,0,0.0,
2019-03-22,18.172000885009766,18.18666648864746,17.600000381469727,17.635332107543945,17.635332107543945,131184000,18.54705540339152,18.562711079915363,0,0.0,
2019-03-25,17.31399917602539,17.545333862304688,16.964000701904297,17.3613338470459,17.3613338470459,153225000,18.457222143809002,18.451866658528647,1,1.0,Yes
2019-03-26,17.62933349609375,18.017332077026367,17.6286678314209,17.851333618164062,17.851333618164062,110263500,18.36627769470215,18.41288884480794,0,-1.0,Sell
2019-03-27,17.916667938232422,18.357999801635742,17.8786678314209,18.32200050354004,18.32200050354004,131688000,18.276888847351074,18.40662218729655,0,0.0,
2019-03-28,18.477333068847656,18.68866729736328,18.34000015258789,18.57466697692871,18.57466697692871,101611500,18.250555515289307,18.415644454956055,0,0.0,
2019-03-29,18.579999923706055,18.67733383178711,18.299999237060547,18.657333374023438,18.657333374023438,89869500,18.199999968210857,18.396622212727866,0,0.0,
2019-04-01,18.841333389282227,19.280000686645508,18.75200080871582,19.278667449951172,19.278667449951172,121656000,18.195666631062824,18.388888931274415,0,0.0,
2019-04-02,19.219999313354492,19.29599952697754,18.92533302307129,19.058666229248047,19.058666229248047,82183500,18.253722190856934,18.40008888244629,0,0.0,
2019-04-03,19.154666900634766,19.744667053222656,19.14466667175293,19.45400047302246,19.45400047302246,118791000,18.37772226333618,18.4127555847168,0,0.0,
2019-04-04,17.459333419799805,18.079999923706055,17.37266731262207,17.851999282836914,17.851999282836914,355810500,18.37944444020589,18.31417770385742,1,1.0,Yes
2019-04-05,17.99066734313965,18.406667709350586,17.74066734313965,18.33066749572754,18.33066749572754,195574500,18.38700008392334,18.31208890279134,1,0.0,
2019-04-08,18.512666702270508,18.743999481201172,18.029333114624023,18.213333129882812,18.213333129882812,156156000,18.382444540659588,18.32857780456543,1,0.0,
2019-04-09,18.110000610351562,18.333332061767578,17.974000930786133,18.15399932861328,18.15399932861328,88560000,18.42566680908203,18.35008888244629,1,0.0,
2019-04-10,18.44933319091797,18.558666229248047,18.19266700744629,18.40399932861328,18.40399932861328,105919500,18.512555599212646,18.361022186279296,1,0.0,
2019-04-11,17.886667251586914,18.03333282470703,17.706666946411133,17.89466667175293,17.89466667175293,147538500,18.51616668701172,18.3361333211263,1,0.0,
2019-04-12,18.014667510986328,18.1299991607666,17.788667678833008,17.84666633605957,17.84666633605957,101190000,18.476555506388348,18.35022226969401,1,0.0,
2019-04-15,17.908666610717773,17.92533302307129,17.242000579833984,17.7586669921875,17.7586669921875,150579000,18.408555507659912,18.376711146036783,1,0.0,
2019-04-16,17.71666717529297,18.333332061767578,17.648000717163086,18.224000930786133,18.224000930786133,109093500,18.37244447072347,18.401555633544923,0,-1.0,Sell
2019-04-17,18.316667556762695,18.319332122802734,17.902666091918945,18.082000732421875,18.082000732421875,76897500,18.272722244262695,18.38555564880371,0,0.0,
2019-04-18,18.082000732421875,18.32266616821289,17.983333587646484,18.21733283996582,18.21733283996582,88144500,18.202611128489178,18.361733373006185,0,0.0,
2019-04-22,17.933332443237305,17.978666305541992,17.498666763305664,17.516666412353516,17.516666412353516,182206500,18.04116662343343,18.28568890889486,0,0.0,
2019-04-23,17.343332290649414,17.706666946411133,17.049999237060547,17.593332290649414,17.593332290649414,164158500,18.01961104075114,18.173333231608073,0,0.0,
2019-04-24,17.59000015258789,17.687999725341797,17.200000762939453,17.243999481201172,17.243999481201172,160912500,17.929055372873943,18.05235544840495,0,0.0,
2019-04-25,17.0,17.266666412353516,16.404666900634766,16.5086669921875,16.5086669921875,327741000,17.786999861399334,17.85599988301595,0,0.0,
2019-04-26,16.433332443237305,16.44533348083496,15.408666610717773,15.675999641418457,15.675999641418457,335410500,17.58049988746643,17.71093324025472,0,0.0,
2019-04-29,15.723999977111816,16.26533317565918,15.477999687194824,16.097999572753906,16.097999572753906,250717500,17.388333241144817,17.56208871205648,0,0.0,
2019-04-30,16.137332916259766,16.28066635131836,15.800000190734863,15.912667274475098,15.912667274475098,141969000,17.223166624704998,17.408710988362632,0,0.0,
2019-05-01,15.923333168029785,16.0,15.433333396911621,15.600666999816895,15.600666999816895,160566000,17.03600001335144,17.23848883310954,0,0.0,
2019-05-02,16.368000030517578,16.475332260131836,15.847999572753906,16.273332595825195,16.273332595825195,272389500,16.912222146987915,17.096444384256998,0,0.0,
2019-05-03,16.257333755493164,17.107332229614258,16.232667922973633,17.00200080871582,17.00200080871582,355602000,16.810388803482056,17.03693332672119,0,0.0,
2019-05-06,16.667999267578125,17.22333335876465,16.566667556762695,17.022666931152344,17.022666931152344,162508500,16.722110986709595,16.98200003306071,0,0.0,
2019-05-07,17.1200008392334,17.1473331451416,16.34000015258789,16.470666885375977,16.470666885375977,151971000,16.576555490493774,16.896133359273275,0,0.0,
2019-05-08,16.46266746520996,16.706666946411133,16.280000686645508,16.32266616821289,16.32266616821289,92646000,16.477055470148724,16.76937770843506,0,0.0,
2019-05-09,16.133333206176758,16.245332717895508,15.795999526977539,16.131999969482422,16.131999969482422,100671000,16.35527777671814,16.639377657572428,0,0.0,
2019-05-10,15.983332633972168,16.132667541503906,15.73466682434082,15.968000411987305,15.968000411987305,105124500,16.248944520950317,16.48942216237386,0,0.0,
2019-05-13,15.46733283996582,15.498000144958496,14.966667175292969,15.133999824523926,15.133999824523926,162522000,16.13438892364502,16.330577723185222,0,0.0,
2019-05-14,15.286666870117188,15.633333206176758,15.199999809265137,15.487333297729492,15.487333297729492,108786000,16.118666728337605,16.190177790323894,0,0.0,
2019-05-15,15.288000106811523,15.496000289916992,15.016667366027832,15.463333129882812,15.463333129882812,109440000,16.065777858098347,16.071466700236,0,0.0,
2019-05-16,15.299332618713379,15.399999618530273,15.100000381469727,15.222000122070312,15.222000122070312,112249500,16.008222262064617,15.985688908894856,1,1.0,Yes
2019-05-17,14.797332763671875,14.815999984741211,13.928000450134277,14.0686674118042,14.0686674118042,266800500,15.880555629730225,15.878533426920573,1,0.0,
2019-05-20,13.520000457763672,13.733332633972168,13.016667366027832,13.690667152404785,13.690667152404785,307893000,15.66533350944519,15.718044598897299,0,-1.0,Sell
2019-05-21,13.184000015258789,13.826666831970215,13.06933307647705,13.67199993133545,13.67199993133545,270058500,15.38783343633016,15.568666776021322,0,0.0,
2019-05-22,13.273332595825195,13.595999717712402,12.785332679748535,12.84866714477539,12.84866714477539,280278000,15.040000120798746,15.385200119018554,0,0.0,
2019-05-23,12.956000328063965,13.29800033569336,12.414667129516602,13.03266716003418,13.03266716003418,398206500,14.75350014368693,15.169155756632486,0,0.0,
2019-05-24,13.321999549865723,13.331999778747559,12.583333015441895,12.708666801452637,12.708666801452637,212049000,14.452333529790243,14.882933489481609,0,0.0,
2019-05-28,12.74666690826416,13.0,12.523332595825195,12.579999923706055,12.579999923706055,154693500,14.156333525975546,14.586755688985189,0,0.0,
2019-05-29,12.473333358764648,12.826000213623047,12.336000442504883,12.657333374023438,12.657333374023438,179529000,13.880444606145224,14.33253345489502,0,0.0,
2019-05-30,12.583333015441895,12.817333221435547,12.468000411987305,12.54800033569336,12.54800033569336,118897500,13.664944648742676,14.080889066060385,0,0.0,
2019-05-31,12.34000015258789,12.661333084106445,12.273332595825195,12.343999862670898,12.343999862670898,156100500,13.403000195821127,13.828355725606283,0,0.0,
2019-06-03,12.36733341217041,12.445332527160645,11.799332618713379,11.9313325881958,11.9313325881958,195966000,13.108666817347208,13.559244537353516,0,0.0,
2019-06-04,12.073332786560059,12.932000160217285,11.973999977111816,12.90666675567627,12.90666675567627,207112500,12.915722370147705,13.410755666097005,0,0.0,
2019-06-05,13.245332717895508,13.41866683959961,12.789999961853027,13.105999946594238,13.105999946594238,202662000,12.835500081380209,13.252000109354656,0,0.0,
2019-06-06,13.629332542419434,14.066666603088379,13.453332901000977,13.729999542236328,13.729999542236328,303633000,12.838777780532837,13.13644453684489,0,0.0,
2019-06-07,13.666666984558105,14.055999755859375,13.566666603088379,13.633333206176758,13.633333206176758,240052500,12.83555555343628,13.030533409118652,0,0.0,
2019-06-10,14.016667366027832,14.462667465209961,13.934000015258789,14.192000389099121,14.192000389099121,158775000,12.947499990463257,13.03875560760498,0,0.0,
2019-06-11,14.609333038330078,14.726667404174805,14.233332633972168,14.473333358764648,14.473333358764648,174802500,13.06755550702413,13.090933354695638,0,0.0,
2019-06-12,14.863332748413086,14.892000198364258,13.933333396911621,13.950667381286621,13.950667381286621,227962500,13.171055555343628,13.109511184692384,1,1.0,Yes
2019-06-13,14.025333404541016,14.326666831970215,13.833999633789062,14.260666847229004,14.260666847229004,122524500,13.311111132303873,13.20364449818929,1,0.0,
2019-06-14,14.083333015441895,14.44333267211914,14.026666641235352,14.32800006866455,14.32800006866455,111501000,13.4503333568573,13.290000025431315,1,0.0,
2019-06-17,14.36533260345459,15.133333206176758,14.284667015075684,15.001999855041504,15.001999855041504,184752000,13.654833316802979,13.442888895670572,1,0.0,
2019-06-18,15.248000144958496,15.649333000183105,14.837332725524902,14.982666969299316,14.982666969299316,190737000,13.874722242355347,13.603066698710125,1,0.0,
2019-06-19,15.007332801818848,15.184666633605957,14.737333297729492,15.095333099365234,15.095333099365234,98626500,14.138388951619467,13.76560001373291,1,0.0,
2019-06-20,14.866666793823242,15.126667022705078,14.423333168029785,14.641332626342773,14.641332626342773,177952500,14.282944440841675,13.905155499776205,1,0.0,
2019-06-21,14.414667129516602,14.812000274658203,14.366666793823242,14.790666580200195,14.790666580200195,123031500,14.423333326975504,14.068266614278157,1,0.0,
2019-06-24,14.88266658782959,15.057332992553711,14.73466682434082,14.909333229064941,14.909333229064941,86262000,14.521611134211222,14.2667999903361,1,0.0,
2019-06-25,14.959333419799805,15.022666931152344,14.63266658782959,14.650667190551758,14.650667190551758,92731500,14.606388966242472,14.383066685994466,1,0.0,
2019-06-26,14.687333106994629,15.148667335510254,14.539999961853027,14.618000030517578,14.618000030517578,127608000,14.641888936360678,14.483866691589355,1,0.0,
2019-06-27,14.630000114440918,14.859999656677246,14.489999771118164,14.855999946594238,14.855999946594238,95095500,14.67377781867981,14.558933385213216,1,0.0,
2019-06-28,14.732666969299316,15.011333465576172,14.720000267028809,14.897333145141602,14.897333145141602,102771000,14.75266663233439,14.643200047810872,1,0.0,
2019-07-01,15.347332954406738,15.539999961853027,15.085332870483398,15.14466667175293,15.14466667175293,123201000,14.826333284378052,14.706711133321127,1,0.0,
2019-07-02,15.259332656860352,15.276666641235352,14.814666748046875,14.970000267028809,14.970000267028809,138885000,14.879833300908407,14.739822260538737,1,0.0,
2019-07-03,15.959333419799805,16.10466766357422,15.633999824523926,15.65999984741211,15.65999984741211,213016500,14.934666633605957,14.853777758280437,1,0.0,
2019-07-05,15.637999534606934,15.696666717529297,15.386667251586914,15.539999961853027,15.539999961853027,105985500,14.9811110496521,14.939066632588704,1,0.0,
2019-07-08,15.416000366210938,15.483332633972168,15.244000434875488,15.355999946594238,15.355999946594238,88207500,15.002833286921183,15.007599957784016,0,-1.0,Sell
2019-07-09,15.264666557312012,15.399999618530273,15.152000427246094,15.337332725524902,15.337332725524902,92862000,15.060833295186361,15.02995548248291,1,1.0,Yes
2019-07-10,15.609999656677246,15.929332733154297,15.542667388916016,15.928000450134277,15.928000450134277,137185500,15.155611117680868,15.092977714538574,1,0.0,
2019-07-11,15.87600040435791,16.100000381469727,15.720000267028809,15.90666675567627,15.90666675567627,112716000,15.238722244898478,15.14706662495931,1,0.0,
2019-07-12,15.983332633972168,16.358667373657227,15.980667114257812,16.338666915893555,16.338666915893555,138007500,15.379388888676962,15.260222244262696,1,0.0,
2019-07-15,16.53333282470703,16.961332321166992,16.323999404907227,16.899999618530273,16.899999618530273,165001500,15.569555521011353,15.400844446818034,1,0.0,
2019-07-16,16.6200008392334,16.902000427246094,16.528667449951172,16.825332641601562,16.825332641601562,122235000,15.733666578928629,15.528577740987142,1,0.0,
2019-07-17,17.044666290283203,17.220666885375977,16.889999389648438,16.99066734313965,16.99066734313965,146470500,15.908111095428467,15.684577751159669,1,0.0,
2019-07-18,17.003332138061523,17.049999237060547,16.792667388916016,16.902666091918945,16.902666091918945,71379000,16.054611047108967,15.836888821919759,1,0.0,
2019-07-19,17.04599952697754,17.33066749572754,16.974666595458984,17.211999893188477,17.211999893188477,105726000,16.24144434928894,15.993955485026042,1,0.0,
2019-07-22,17.25,17.476667404174805,16.945999145507812,17.045333862304688,17.045333862304688,102636000,16.356888850529987,16.137155532836914,1,0.0,
2019-07-23,17.11400032043457,17.365333557128906,16.96666717529297,17.344667434692383,17.344667434692383,75346500,16.507277806599934,16.28382225036621,1,0.0,
2019-07-24,17.277999877929688,17.738000869750977,17.21066665649414,17.658666610717773,17.658666610717773,166092000,16.699166695276897,16.46306667327881,1,0.0,
2019-07-25,15.566666603088379,15.633333206176758,15.036666870117188,15.254667282104492,15.254667282104492,336274500,16.692277908325195,16.4360445022583,1,0.0,
2019-07-26,15.128000259399414,15.350666999816895,14.816666603088379,15.202667236328125,15.202667236328125,150415500,16.63183347384135,16.413555653889976,1,0.0,
2019-07-29,15.13933277130127,15.72933292388916,15.0686674118042,15.718000411987305,15.718000411987305,139099500,16.616111278533936,16.43768901824951,1,0.0,
2019-07-30,15.526666641235352,16.224000930786133,15.478667259216309,16.150667190551758,16.150667190551758,121635000,16.60044463475545,16.491911315917967,1,0.0,
2019-07-31,16.200000762939453,16.44533348083496,15.776666641235352,16.107332229614258,16.107332229614258,137673000,16.53438901901245,16.503866767883302,1,0.0,
2019-08-01,16.176666259765625,16.30066680908203,15.451333045959473,15.59000015258789,15.59000015258789,123892500,16.43144464492798,16.482755661010742,0,-1.0,Sell
2019-08-02,15.423333168029785,15.751333236694336,15.281999588012695,15.62266731262207,15.62266731262207,92047500,16.317444642384846,16.435022354125977,0,0.0,
2019-08-05,15.30666732788086,15.424667358398438,15.052000045776367,15.221332550048828,15.221332550048828,105424500,16.17733351389567,16.323111216227215,0,0.0,
2019-08-06,15.458666801452637,15.5,15.050000190734863,15.383333206176758,15.383333206176758,83463000,16.02494462331136,16.226977920532228,0,0.0,
2019-08-07,15.100000381469727,15.571332931518555,15.053333282470703,15.561332702636719,15.561332702636719,71647500,15.901277860005697,16.1316889444987,0,0.0,
2019-08-08,15.630000114440918,15.986666679382324,15.510000228881836,15.886667251586914,15.886667251586914,79114500,15.779777844746908,16.06395568847656,0,0.0,
2019-08-09,15.736666679382324,15.93066692352295,15.587332725524902,15.667332649230957,15.667332649230957,58473000,15.613833347956339,15.960977872212728,0,0.0,
2019-08-12,15.53266716003418,15.718000411987305,15.25,15.267333030700684,15.267333030700684,69958500,15.614888827006022,15.842444483439127,0,0.0,
2019-08-13,15.253999710083008,15.733332633972168,15.170000076293945,15.666666984558105,15.666666984558105,72721500,15.653555472691854,15.73057778676351,0,0.0,
2019-08-14,15.413999557495117,15.433333396911621,14.446000099182129,14.641332626342773,14.641332626342773,143439000,15.563833157221476,15.529422187805176,1,1.0,Yes
2019-08-15,14.723999977111816,14.77066707611084,14.103333473205566,14.37600040435791,14.37600040435791,122394000,15.415944258371988,15.470844395955403,0,-1.0,Sell
2019-08-16,14.444000244140625,14.815999984741211,14.40133285522461,14.662667274475098,14.662667274475098,76477500,15.295555512110392,15.434844398498536,0,0.0,
2019-08-19,14.947333335876465,15.188667297363281,14.779999732971191,15.121999740600586,15.121999740600586,79644000,15.256555477778116,15.395111020406087,0,0.0,
2019-08-20,15.174667358398438,15.272666931152344,14.969332695007324,15.057332992553711,15.057332992553711,61878000,15.209444284439087,15.322222073872885,0,0.0,
2019-08-21,14.800666809082031,14.881333351135254,14.506667137145996,14.722000122070312,14.722000122070312,116914500,15.16783324877421,15.22986660003662,0,0.0,
2019-08-22,14.853333473205566,15.026666641235352,14.54800033569336,14.8100004196167,14.8100004196167,98385000,15.120055516560873,15.177866617838541,0,0.0,
2019-08-23,14.664667129516602,14.744667053222656,14.066666603088379,14.09333324432373,14.09333324432373,128079000,14.997722228368124,15.07591101328532,0,0.0,
2019-08-26,14.239999771118164,14.334667205810547,14.102666854858398,14.333333015441895,14.333333015441895,75778500,14.868277708689371,15.016711044311524,0,0.0,
2019-08-27,14.38266658782959,14.58666706085205,14.135333061218262,14.272000312805176,14.272000312805176,81243000,14.752000013987223,14.942622184753418,0,0.0,
2019-08-28,14.246000289916992,14.483332633972168,14.154000282287598,14.37266731262207,14.37266731262207,48382500,14.677444537480673,14.863377825419109,0,0.0,
2019-08-29,14.600000381469727,14.893333435058594,14.533332824707031,14.780667304992676,14.780667304992676,77692500,14.60361123085022,14.78964449564616,0,0.0,
2019-08-30,15.276666641235352,15.496000289916992,14.947333335876465,15.040666580200195,15.040666580200195,139809000,14.636889060338339,14.747866757710774,0,0.0,
2019-09-03,14.938667297363281,15.263333320617676,14.87733268737793,15.000666618347168,15.000666618347168,80311500,14.688944578170776,14.730088996887208,0,0.0,
2019-09-04,15.12600040435791,15.230667114257812,14.61400032043457,14.711999893188477,14.711999893188477,86415000,14.693055629730225,14.666444524129231,1,1.0,Yes
2019-09-05,14.833333015441895,15.319999694824219,14.723333358764648,15.305333137512207,15.305333137512207,110929500,14.708333412806192,14.71071122487386,0,-1.0,Sell
2019-09-06,15.146666526794434,15.309332847595215,15.011333465576172,15.16333293914795,15.16333293914795,62841000,14.717166741689047,14.76320006052653,0,0.0,
2019-09-09,15.333333015441895,15.583999633789062,15.281999588012695,15.452667236328125,15.452667236328125,72040500,14.778055667877197,14.815866724650066,0,0.0,
2019-09-10,15.386667251586914,15.702667236328125,15.262666702270508,15.702667236328125,15.702667236328125,73255500,14.852444569269815,14.854577891031902,0,0.0,
2019-09-11,15.825332641601562,16.544666290283203,15.733332633972168,16.47333335876465,16.47333335876465,150642000,15.050777912139893,14.948977915445964,1,1.0,Yes
2019-09-12,16.51333236694336,16.899999618530273,16.293333053588867,16.391332626342773,16.391332626342773,128718000,15.222277879714966,15.060266749064128,1,0.0,
2019-09-13,16.464000701904297,16.56333351135254,16.32466697692871,16.34666633605957,16.34666633605957,79696500,15.395166714986166,15.162711143493652,1,0.0,
2019-09-16,16.399999618530273,16.495332717895508,16.077999114990234,16.187332153320312,16.187332153320312,70921500,15.546388785044352,15.30231107076009,1,0.0,
2019-09-17,16.1646671295166,16.373332977294922,16.024667739868164,16.319332122802734,16.319332122802734,57981000,15.67461085319519,15.434711011250814,1,0.0,
2019-09-18,16.333332061767578,16.544666290283203,16.158000946044922,16.232667922973633,16.232667922973633,62553000,15.77394429842631,15.565422185262044,1,0.0,
2019-09-19,16.399999618530273,16.529333114624023,16.32266616821289,16.440000534057617,16.440000534057617,71937000,15.893888791402182,15.703244400024413,1,0.0,
2019-09-20,16.432666778564453,16.463333129882812,15.87733268737793,16.041332244873047,16.041332244873047,95295000,16.004666487375896,15.787288729349772,1,0.0,
2019-09-23,16.0,16.345333099365234,15.947999954223633,16.082000732421875,16.082000732421875,65103000,16.069388786951702,15.85671100616455,1,0.0,
2019-09-24,16.101333618164062,16.132667541503906,14.840666770935059,14.880666732788086,14.880666732788086,193372500,16.045833269755047,15.848711013793945,1,0.0,
2019-09-25,14.970666885375977,15.26533317565918,14.557332992553711,15.24666690826416,15.24666690826416,141406500,16.028666575749714,15.884355481465658,1,0.0,
2019-09-26,15.37733268737793,16.220666885375977,15.15999984741211,16.17066764831543,16.17066764831543,178267500,16.06766661008199,15.942044448852538,1,0.0,
2019-09-27,16.14666748046875,16.58066749572754,15.915332794189453,16.142000198364258,16.142000198364258,166746000,16.040055513381958,16.007288932800293,1,0.0,
2019-09-30,16.200000762939453,16.26533317565918,15.740667343139648,16.058000564575195,16.058000564575195,88197000,16.012277841567993,16.047644488016765,0,-1.0,Sell
2019-10-01,16.100000381469727,16.39666748046875,15.942000389099121,16.312667846679688,16.312667846679688,92439000,16.00944463411967,16.088311195373535,0,0.0,
